"Sl.No","Item Name","01/01/2017","02/01/2017","03/01/2017","04/01/2017","05/01/2017","06/01/2017","07/01/2017","08/01/2017","09/01/2017","10/01/2017","11/01/2017","12/01/2017","13/01/2017","14/01/2017","15/01/2017","16/01/2017","17/01/2017","18/01/2017","19/01/2017","20/01/2017","21/01/2017","22/01/2017","23/01/2017","24/01/2017","25/01/2017","26/01/2017","27/01/2017","28/01/2017","29/01/2017","30/01/2017","31/01/2017","01/02/2017","02/02/2017","03/02/2017","04/02/2017","05/02/2017","06/02/2017","07/02/2017","08/02/2017","09/02/2017","10/02/2017","11/02/2017","12/02/2017","13/02/2017","14/02/2017","15/02/2017","16/02/2017","17/02/2017","18/02/2017","19/02/2017","20/02/2017","21/02/2017","22/02/2017","23/02/2017","24/02/2017","25/02/2017","26/02/2017","27/02/2017","28/02/2017","01/03/2017","02/03/2017","03/03/2017","04/03/2017","05/03/2017","06/03/2017","07/03/2017","08/03/2017","09/03/2017","10/03/2017","11/03/2017","12/03/2017","13/03/2017","14/03/2017","15/03/2017","16/03/2017","17/03/2017","18/03/2017","19/03/2017","20/03/2017","21/03/2017","22/03/2017","23/03/2017","24/03/2017","25/03/2017","26/03/2017","27/03/2017","28/03/2017","29/03/2017","30/03/2017","31/03/2017","01/04/2017","02/04/2017","03/04/2017","04/04/2017","05/04/2017","06/04/2017","07/04/2017","08/04/2017","09/04/2017","10/04/2017","11/04/2017","12/04/2017","13/04/2017","14/04/2017","15/04/2017","16/04/2017","17/04/2017","18/04/2017","19/04/2017","20/04/2017","21/04/2017","22/04/2017","23/04/2017","24/04/2017","25/04/2017","26/04/2017","27/04/2017","28/04/2017","29/04/2017","30/04/2017","01/05/2017","02/05/2017","03/05/2017","04/05/2017","05/05/2017","06/05/2017","07/05/2017","08/05/2017","09/05/2017","10/05/2017","11/05/2017","12/05/2017","13/05/2017","14/05/2017","15/05/2017","16/05/2017","17/05/2017","18/05/2017","19/05/2017","20/05/2017","21/05/2017","22/05/2017","23/05/2017","24/05/2017","25/05/2017","26/05/2017","27/05/2017","28/05/2017","29/05/2017","30/05/2017","31/05/2017","01/06/2017","02/06/2017","03/06/2017","04/06/2017","05/06/2017","06/06/2017","07/06/2017","08/06/2017","09/06/2017","10/06/2017","11/06/2017","12/06/2017","13/06/2017","14/06/2017","15/06/2017","16/06/2017","17/06/2017","18/06/2017","19/06/2017","20/06/2017","21/06/2017","22/06/2017","23/06/2017","24/06/2017","25/06/2017","26/06/2017","27/06/2017","28/06/2017","29/06/2017","30/06/2017","01/07/2017","02/07/2017","03/07/2017","04/07/2017","05/07/2017","06/07/2017","07/07/2017","08/07/2017","09/07/2017","10/07/2017","11/07/2017","12/07/2017","13/07/2017","14/07/2017","15/07/2017","16/07/2017","17/07/2017","18/07/2017","19/07/2017","20/07/2017","21/07/2017","22/07/2017","23/07/2017","24/07/2017","25/07/2017","26/07/2017","27/07/2017","28/07/2017","29/07/2017","30/07/2017","31/07/2017","01/08/2017","02/08/2017","03/08/2017","04/08/2017","05/08/2017","06/08/2017","07/08/2017","08/08/2017","09/08/2017","10/08/2017","11/08/2017","12/08/2017","13/08/2017","14/08/2017","15/08/2017","16/08/2017","17/08/2017","18/08/2017","19/08/2017","20/08/2017","21/08/2017","22/08/2017","23/08/2017","24/08/2017","25/08/2017","26/08/2017","27/08/2017","28/08/2017","29/08/2017","30/08/2017","31/08/2017","01/09/2017","02/09/2017","03/09/2017","04/09/2017","05/09/2017","06/09/2017","07/09/2017","08/09/2017","09/09/2017","10/09/2017","11/09/2017","12/09/2017","13/09/2017","14/09/2017","15/09/2017","16/09/2017","17/09/2017","18/09/2017","19/09/2017","20/09/2017","21/09/2017","22/09/2017","23/09/2017","24/09/2017","25/09/2017","26/09/2017","27/09/2017","28/09/2017","29/09/2017","30/09/2017","01/10/2017","02/10/2017","03/10/2017","04/10/2017","05/10/2017","06/10/2017","07/10/2017","08/10/2017","09/10/2017","10/10/2017","11/10/2017","12/10/2017","13/10/2017","14/10/2017","15/10/2017","16/10/2017","17/10/2017","18/10/2017","19/10/2017","20/10/2017","21/10/2017","22/10/2017","23/10/2017","24/10/2017","25/10/2017","26/10/2017","27/10/2017","28/10/2017","29/10/2017","30/10/2017","31/10/2017","01/11/2017","02/11/2017","03/11/2017","04/11/2017","05/11/2017","06/11/2017","07/11/2017","08/11/2017","09/11/2017","10/11/2017","11/11/2017","12/11/2017","13/11/2017","14/11/2017","15/11/2017","16/11/2017","17/11/2017","18/11/2017","19/11/2017","20/11/2017","21/11/2017","22/11/2017","23/11/2017","24/11/2017","25/11/2017","26/11/2017","27/11/2017","28/11/2017","29/11/2017","30/11/2017"
220,"Eggs","NR",4.9,4.9,4.9,4.9,4.9,4.9,"NR",4.9,4.9,4.9,4.9,4.9,"NR","NR",4.9,4.9,4.9,4.9,4.9,4.9,"NR","NR",4.9,4.9,4.9,4.9,4.9,"NR",4.9,4.9,4.9,"NR",4.9,4.9,"NR",4.9,4.9,4.9,4.9,4.9,4.9,"NR",4.9,4.9,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,"NR",4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.4,4.4,4.4,4.4,4.4,4.4,"NR",4.4,4.4,4.4,4.4,4.4,4.4,"NR","NR",4.4,"NR",4.4,"NR","NR","NR",4.4,4.4,4.4,4.4,4.4,4.4,"NR",4.4,"NR",4,4,4,4,"NR",4,4,4,4,4,4,"NR","NR",4,4,4,4,4,"NR",4,4,4,4.5,"NR","NR","NR",4.5,5,5,5,5,5,"NR",5,"NR",5,5,5,5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,"NR","NR","NR",4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.8,4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,"NR","NR",4.8,4.8,4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,4.8,"NR",4.8,"NR",4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,"NR",4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,4.8,"NR",4.8,4.8,4.8,4.8,4.8,"NR","NR",4.8,4.8,4.8,4.8,4.8,"NR","NR",4.5,4.5,4.5,4.5,"NR",4.5,"NR",4.5,4.5,4.5,4.5,4.5,4.5,"NR",4.5,4.5,4.9,4.9,4.9,4.9,"NR",4.9,4.9,4.9,4.9,4.9,4.9,"NR",4.9,5.3,5.3,5.3,5.3,5.3,"NR",5.3,5.5,5.5,5.5,5.5,5.5,"NR",5.8,5.8,6.2,6.2,6.2,6.2,"NR",6.2,6.2,6.2,6.2,6.2,6.2,"NR",6.2,6.2,6.2,6.2
221,"Chakota greens","NR",28,28,28,28,28,28,"NR",28,28,28,28,28,"NR","NR",28,28,28,32,32,32,"NR","NR",32,32,32,32,32,"NR",32,32,32,"NR",32,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,"NR",30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR","NR",30,"NR",30,"NR","NR","NR",30,30,30,30,30,30,"NR",30,"NR",30,30,30,30,"NR",30,30,30,30,30,30,"NR","NR",30,30,30,30,30,"NR",30,30,30,30,"NR","NR","NR",30,30,30,30,30,30,"NR",30,"NR",30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,"NR","NR","NR",30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,"NR","NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,"NR",30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,"NR",30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,"NR","NR",30,30,30,30,30,"NR","NR",30,30,30,30,"NR",30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,30,30,30,33,33,"NR",33,33,33,33
222,"Onion pack","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR","NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0
223,"Potato pack","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR","NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0
224,"Chilakarive green","NR",19,19,19,19,19,19,"NR",19,19,19,19,19,"NR","NR",19,19,19,19,19,19,"NR","NR",19,19,19,19,19,"NR",19,19,19,"NR",19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,"NR",19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR","NR",19,"NR",19,"NR","NR","NR",19,19,19,19,19,19,"NR",19,"NR",19,19,19,19,"NR",19,19,19,19,19,19,"NR","NR",19,19,19,19,19,"NR",19,19,19,19,"NR","NR","NR",19,19,19,19,19,19,"NR",19,"NR",19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,"NR","NR","NR",19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,"NR","NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,"NR",19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,"NR",19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,"NR","NR",19,19,19,19,19,"NR","NR",19,19,19,19,"NR",19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,0,0,"NR",0,0,0,0
225,"Chillies Bajji yagani","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,"NR",38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR","NR",38,"NR",38,"NR","NR","NR",38,38,38,38,38,38,"NR",38,"NR",38,38,38,38,"NR",38,38,38,38,38,38,"NR","NR",38,38,38,38,38,"NR",38,38,38,38,"NR","NR","NR",38,38,38,38,38,38,"NR",38,"NR",38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,"NR","NR","NR",38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,"NR","NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,"NR",38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,"NR",38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,"NR","NR",38,38,38,38,38,"NR","NR",38,38,38,38,"NR",38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38,38,38,"NR",38,38,38,38
226,"Baby corn","NR",20,20,20,20,20,20,"NR",20,20,20,20,20,"NR","NR",20,20,19,19,19,19,"NR","NR",19,19,19,19,19,"NR",19,19,19,"NR",19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,"NR",19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR",19,19,19,19,19,19,"NR","NR",19,"NR",19,"NR","NR","NR",19,19,19,19,19,19,"NR",19,"NR",19,19,19,19,"NR",19,19,19,19,19,19,"NR","NR",19,19,19,19,19,"NR",19,19,19,19,"NR","NR","NR",19,19,22,22,22,22,"NR",22,"NR",22,22,22,24,"NR",25,25,25,25,25,25,"NR",25,25,25,25,28,28,"NR",32,32,32,32,32,"NR","NR","NR",32,32,32,32,32,"NR",32,32,32,32,30,26,"NR",26,26,26,26,26,26,"NR",26,26,26,26,26,26,"NR",26,26,26,26,26,26,"NR",26,26,26,26,25,"NR","NR",25,25,25,25,25,27,"NR",27,27,29,29,29,29,"NR",29,28,28,28,28,28,"NR",28,"NR",26,24,24,24,"NR",24,24,24,24,24,24,"NR",24,24,24,24,24,24,"NR",24,24,24,"NR",24,24,"NR",24,24,24,24,24,24,"NR",24,24,24,24,24,"NR","NR",23,23,23,23,23,"NR","NR",23,23,23,23,"NR",23,"NR",23,23,24,24,24,24,"NR",24,26,26,26,26,26,"NR",26,30,32,32,32,32,"NR",32,32,35,35,35,35,"NR",35,35,35,35,35,35,"NR",35,38,38,38,38,38,"NR",36,36,36,36,33,33,"NR",33,33,33,33
227,"Baby corn cleaned","NR",86,86,86,88,88,88,"NR",88,88,88,88,88,"NR","NR",88,88,88,88,88,88,"NR","NR",88,88,88,88,88,"NR",88,88,88,"NR",88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,"NR",88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,88,"NR","NR",88,"NR",88,"NR","NR","NR",88,88,88,88,88,88,"NR",88,"NR",88,88,88,88,"NR",88,88,88,88,88,88,"NR","NR",88,88,88,88,88,"NR",88,88,88,88,"NR","NR","NR",88,88,90,90,90,90,"NR",90,"NR",90,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,90,98,98,"NR",100,100,100,100,100,"NR","NR","NR",100,100,100,100,100,"NR",100,100,100,100,100,95,"NR",95,95,95,95,95,95,"NR",95,95,95,95,95,95,"NR",95,95,95,95,95,95,"NR",95,95,95,95,95,"NR","NR",95,95,95,95,95,95,"NR",95,95,108,114,114,114,"NR",114,108,108,108,108,108,"NR",108,"NR",104,98,98,98,"NR",98,98,90,90,90,90,"NR",90,90,90,90,92,92,"NR",92,92,92,"NR",92,92,"NR",92,92,92,92,92,92,"NR",92,92,92,92,92,"NR","NR",92,95,95,95,95,"NR","NR",95,95,95,95,"NR",95,"NR",95,95,95,95,95,95,"NR",98,100,105,105,105,105,"NR",105,132,132,132,132,132,"NR",132,132,135,135,135,135,"NR",135,135,135,135,135,135,"NR",135,135,135,135,140,140,"NR",140,140,140,140,140,140,"NR",140,140,138,138
228,"Berry Southafrica","NR",200,200,200,200,200,200,"NR",200,200,200,200,200,"NR","NR",200,200,200,200,200,200,"NR","NR",200,200,200,200,200,"NR",200,200,200,"NR",200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,"NR",200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR","NR",200,"NR",200,"NR","NR","NR",200,200,200,200,200,200,"NR",200,"NR",200,200,200,200,"NR",200,200,200,200,200,200,"NR","NR",200,200,200,200,200,"NR",200,200,200,200,"NR","NR","NR",200,200,200,200,200,200,"NR",200,"NR",200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,"NR","NR","NR",200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,"NR","NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,"NR",200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,"NR",200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,"NR","NR",200,200,200,200,200,"NR","NR",200,200,200,200,"NR",200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200,200,200,"NR",200,200,200,200
229,"Berry Golden","NR",193,193,193,193,193,193,"NR",193,193,193,193,193,"NR","NR",193,193,188,188,188,188,"NR","NR",188,188,188,183,183,"NR",183,183,183,"NR",183,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,"NR",190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR","NR",190,"NR",190,"NR","NR","NR",190,190,190,190,190,190,"NR",190,"NR",190,190,190,190,"NR",190,190,190,190,190,190,"NR","NR",190,190,190,190,190,"NR",190,190,190,190,"NR","NR","NR",190,190,190,190,190,190,"NR",190,"NR",190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,"NR","NR","NR",190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,"NR","NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,"NR",190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,"NR",190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,"NR","NR",190,190,190,190,190,"NR","NR",190,190,190,190,"NR",190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190,190,190,"NR",190,190,190,190
230,"Berry ball","NR",67,67,67,67,67,67,"NR",67,67,67,67,67,"NR","NR",67,67,67,67,67,67,"NR","NR",67,67,67,67,67,"NR",67,67,67,"NR",67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,"NR",67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR","NR",67,"NR",67,"NR","NR","NR",67,67,67,67,67,67,"NR",67,"NR",67,67,67,67,"NR",67,67,67,67,67,67,"NR","NR",67,67,67,67,67,"NR",67,67,67,67,"NR","NR","NR",67,67,67,67,67,67,"NR",67,"NR",67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,"NR","NR","NR",67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,"NR","NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,"NR",67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,"NR",67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,"NR","NR",67,67,67,67,67,"NR","NR",67,67,67,67,"NR",67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67
231,"Berry Green","NR",148,148,148,148,148,148,"NR",148,148,148,148,148,"NR","NR",148,148,148,148,148,148,"NR","NR",148,148,148,148,148,"NR",148,148,148,"NR",148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,"NR",148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR","NR",148,"NR",148,"NR","NR","NR",148,148,148,148,148,148,"NR",148,"NR",148,148,148,148,"NR",148,148,148,148,148,148,"NR","NR",148,148,148,148,148,"NR",148,148,148,148,"NR","NR","NR",148,148,148,148,148,148,"NR",148,"NR",148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,"NR","NR","NR",148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,"NR","NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,"NR",148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,"NR",148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,"NR","NR",148,148,148,148,148,"NR","NR",148,148,148,148,"NR",148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148,148,148,"NR",148,148,148,148
232,"Berry fruit Ooty","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR","NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0
